Title_en,SubTitle_en,CodeFlag,Value,MeaningParameterDescription_en,Note_en,UnitComments_en,Status
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 2: ice",192-254,,Reserved for local use,,,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 2: ice",255,,Missing,,,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 3: surface properties",0,,Water temperature,,K,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 3: surface properties",1,,Deviation of sea level from mean,,m,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 3: surface properties",2,,Heat exchange coefficient,,-,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 3: surface properties",3,,Practical salinity,,Numeric,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 3: surface properties",4,,Downward heat flux,,W m-2,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 3: surface properties",5,,Eastward surface stress,,N m-2,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 3: surface properties",6,,Northward surface stress,,N m-2,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 3: surface properties",7,,x-component surface stress (see Note 1),(1) The x- and y- components of surface stress are not necessarily equivalent to the u- and v- components (Eastward/Northward). The x- and y- components strictly follow the defined coordinates system which may or may not follow the eastward and northward directions.,N m-2,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 3: surface properties",8,,y-component surface stress (see Note 1),,N m-2,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 3: surface properties",9,,Thermosteric change in sea surface height,,m,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 3: surface properties",10,,Halosteric change in sea surface height,,m,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 3: surface properties",11,,Steric change in sea surface height,,m,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 3: surface properties",12-191,,Reserved,,,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 3: surface properties",192-254,,Reserved for local use,,,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 3: surface properties",255,,Missing,,,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",0,,Main thermocline depth,,m,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",1,,Main thermocline anomaly,,m,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",2,,Transient thermocline depth,,m,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",3,,Salinity,,kg/kg,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",4,,Ocean vertical heat diffusivity,,m2/s,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",5,,Ocean vertical salt diffusivity,,m2/s,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",6,,Ocean vertical momentum diffusivity,,m2/s,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",7,,Bathymetry,,m,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",8-10,,Reserved,,,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",11,,Shape factor with respect to salinity profile,,-,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",12,,Shape factor with respect to temperature profile in thermocline,,-,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",13,,Attenuation coefficient of water with respect to solar radiation,,/m,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",14,,Water depth,,m,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",15,,Water temperature,,K,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",16,,Water density (rho),,kg m-3,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",17,,Water density anomaly (sigma) (See Note 1),(1) Numbers 17 and 20 are deviations from the reference value of 1 000 kg m–3.,kg m-3,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",18,,Water potential temperature (theta),,K,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",19,,Water potential density (rho theta),,kg m-3,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",20,,Water potential density anomaly (sigma theta) (See Note 1),(See Note 1),kg m-3,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",21,,Practical salinity,,Numeric,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",22,,Water column-integrated heat content,,J m-2,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",23,,Eastward water velocity,,m s-1,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",24,,Northward water velocity,,m s-1,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",25,,x-component water velocity (see Note 2),(2) The x- and y- components of water velocity are not necessarily equivalent to the u- and v- components (Eastward/Northward). The x- and y- components strictly follow the defined coordinates system which may or may not follow the eastward and northward directions.,m s-1,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",26,,y-component water velocity (see Note 2),(See Note 2),m s-1,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",27,,Upward water velocity,,m s-1,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",28-191,,Reserved,,,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",192-254,,Reserved for local use,,,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",255,,Missing,,,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 191: miscellaneous",0,,Seconds prior to initial reference time (defined in Section 1),,s,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 191: miscellaneous",1,,Meridional overturning stream function,,m3/s,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 191: miscellaneous",2,,Reserved,,,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 191: miscellaneous",3,,Days since last observation,,d,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 191: miscellaneous",4,,Barotropic stream function,,m3 s-1,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 191: miscellaneous",5-191,,Reserved,,,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 191: miscellaneous",192-254,,Reserved for local use,,,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 191: miscellaneous",255,,Missing,,,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 0: health indicators",0,,Universal thermal climate index,,K,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 0: health indicators",1,,Mean radiant temperature,,K,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 0: health indicators",2-191,,Reserved,,,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 0: health indicators",192-254,,Reserved for local use,,,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 0: health indicators",255,,Missing,,,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 1: epidemiology",0,,Malaria cases,,Fraction,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 1: epidemiology",1,,Malaria circumsporozoite protein rate,,Fraction,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 1: epidemiology",2,,Plasmodium falciparum entomological inoculation rate,,Bites per day per person,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 1: epidemiology",3,,Human bite rate by anopheles vectors ,,Bites per day per person,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 1: epidemiology",4,,Malaria immunity ,,Fraction,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 1: epidemiology",5,,Falciparum parasite rates ,,Fraction,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 1: epidemiology",6,,Detectable falciparum parasite ratio (after day 10),,Fraction,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 1: epidemiology",7,,Anopheles vector to host ratio,,Fraction,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 1: epidemiology",8,,Anopheles vector number,,Number m-2,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 1: epidemiology",9,,Fraction of malarial vector reproductive habitat,,Fraction,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 1: epidemiology",10-191,,Reserved,,,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 1: epidemiology",192-254,,Reserved for local use,,,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 1: epidemiology",255,,Missing,,,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 2: socioeconomic indicators",0,,Population density,,Person m-2,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 2: socioeconomic indicators",1-191,,Reserved,,,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 2: socioeconomic indicators",192-254,,Reserved for local use,,,Operational
Code table 4.2 - Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 2: socioeconomic indicators",255,,Missing,,,Operational
Code table 4.3 - Type of generating process,,0,,Analysis,,,Operational
Code table 4.3 - Type of generating process,,1,,Initialization,,,Operational
Code table 4.3 - Type of generating process,,2,,Forecast,,,Operational
Code table 4.3 - Type of generating process,,3,,Bias corrected forecast,,,Operational
Code table 4.3 - Type of generating process,,4,,Ensemble forecast,,,Operational
Code table 4.3 - Type of generating process,,5,,Probability forecast,,,Operational
Code table 4.3 - Type of generating process,,6,,Forecast error,,,Operational
Code table 4.3 - Type of generating process,,7,,Analysis error,,,Operational
Code table 4.3 - Type of generating process,,8,,Observation,,,Operational
Code table 4.3 - Type of generating process,,9,,Climatological,,,Operational
Code table 4.3 - Type of generating process,,10,,Probability-weighted forecast,,,Operational
Code table 4.3 - Type of generating process,,11,,Bias-corrected ensemble forecast,,,Operational
Code table 4.3 - Type of generating process,,12,,Post-processed analysis (see Note 1),(1) Code figures 12 and 13 are intended in cases where code figures 0 and 2 may not be sufficient to indicate that significant post-processing has taken place on an initial analysis or forecast output.,,Operational
Code table 4.3 - Type of generating process,,13,,Post-processed forecast (see Note 1),(see Note 1),,Operational
Code table 4.3 - Type of generating process,,14,,Nowcast,,,Operational
Code table 4.3 - Type of generating process,,15,,Hindcast,,,Operational
Code table 4.3 - Type of generating process,,16,,Physical retrieval,,,Operational
Code table 4.3 - Type of generating process,,17,,Regression analysis,,,Operational
Code table 4.3 - Type of generating process,,18,,Difference between two forecasts,,,Operational
Code table 4.3 - Type of generating process,,19,,First guess,,,Operational
Code table 4.3 - Type of generating process,,20,,Analysis increment (see Note 2),(2) Analysis increment represents the difference Analysis - First Guess,,Operational
Code table 4.3 - Type of generating process,,21,,Initialization increment for analysis (see Note 3),(3) Initialized analysis increment represents the difference Initialized Analysis - Analysis,,Operational
Code table 4.3 - Type of generating process,,22-191,,Reserved,,,Operational
Code table 4.3 - Type of generating process,,192-254,,Reserved for local use,,,Operational
Code table 4.3 - Type of generating process,,255,,Missing,,,Operational
Code table 4.4 - Indicator of unit of time range,,0,,Minute,,,Operational
Code table 4.4 - Indicator of unit of time range,,1,,Hour,,,Operational
Code table 4.4 - Indicator of unit of time range,,2,,Day,,,Operational
Code table 4.4 - Indicator of unit of time range,,3,,Month,,,Operational
Code table 4.4 - Indicator of unit of time range,,4,,Year,,,Operational
Code table 4.4 - Indicator of unit of time range,,5,,Decade (10 years),,,Operational
Code table 4.4 - Indicator of unit of time range,,6,,Normal (30 years),,,Operational
Code table 4.4 - Indicator of unit of time range,,7,,Century (100 years),,,Operational
Code table 4.4 - Indicator of unit of time range,,8-9,,Reserved,,,Operational
Code table 4.4 - Indicator of unit of time range,,10,,3 hours,,,Operational
Code table 4.4 - Indicator of unit of time range,,11,,6 hours,,,Operational
Code table 4.4 - Indicator of unit of time range,,12,,12 hours,,,Operational
Code table 4.4 - Indicator of unit of time range,,13,,Second,,,Operational
Code table 4.4 - Indicator of unit of time range,,14-191,,Reserved,,,Operational
Code table 4.4 - Indicator of unit of time range,,192-254,,Reserved for local use,,,Operational
Code table 4.4 - Indicator of unit of time range,,255,,Missing,,,Operational
Code table 4.5 - Fixed surface types and units,,0,,Reserved,,,Operational
Code table 4.5 - Fixed surface types and units,,1,,Ground or water surface,,-,Operational
Code table 4.5 - Fixed surface types and units,,2,,Cloud base level,,-,Operational
Code table 4.5 - Fixed surface types and units,,3,,Level of cloud tops,,-,Operational
Code table 4.5 - Fixed surface types and units,,4,,Level of 0 °C isotherm,,-,Operational
Code table 4.5 - Fixed surface types and units,,5,,Level of adiabatic condensation lifted from the surface,,-,Operational
Code table 4.5 - Fixed surface types and units,,6,,Maximum wind level,,-,Operational
Code table 4.5 - Fixed surface types and units,,7,,Tropopause,,-,Operational
Code table 4.5 - Fixed surface types and units,,8,,Nominal top of the atmosphere,,-,Operational
Code table 4.5 - Fixed surface types and units,,9,,Sea bottom,,-,Operational
Code table 4.5 - Fixed surface types and units,,10,,Entire atmosphere,,-,Operational
Code table 4.5 - Fixed surface types and units,,11,,Cumulonimbus (CB) base,,m,Operational
Code table 4.5 - Fixed surface types and units,,12,,Cumulonimbus (CB) top,,m,Operational
Code table 4.5 - Fixed surface types and units,,13,,Lowest level where vertically integrated cloud cover exceeds the specified percentage (cloud base for a given percentage cloud cover),,%,Operational
Code table 4.5 - Fixed surface types and units,,14,,Level of free convection (LFC),,-,Operational
Code table 4.5 - Fixed surface types and units,,15,,Convective condensation level (CCL),,-,Operational
Code table 4.5 - Fixed surface types and units,,16,,Level of neutral buoyancy or equilibrium level (LNB),,-,Operational
Code table 4.5 - Fixed surface types and units,,17,,Departure level of the most unstable parcel of air (MUDL),,-,Operational
Code table 4.5 - Fixed surface types and units,,18,,Departure level of a mixed layer parcel of air with specified layer depth,,Pa,Operational
Code table 4.5 - Fixed surface types and units,,19,,Reserved,,,Operational
Code table 4.5 - Fixed surface types and units,,20,,Isothermal level,,K,Operational
Code table 4.5 - Fixed surface types and units,,21,,Lowest level where mass density exceeds the specified value (base for a given threshold of mass density),,kg m-3,Operational
Code table 4.5 - Fixed surface types and units,,22,,Highest level where mass density exceeds the specified value (top for a given threshold of mass density),,kg m-3,Operational
Code table 4.5 - Fixed surface types and units,,23,,Lowest level where air concentration exceeds the specified value (base for a given threshold of air concentration),,Bq m-3,Operational
Code table 4.5 - Fixed surface types and units,,24,,Highest level where air concentration exceeds the specified value (top for a given threshold of air concentration),,Bq m-3,Operational
Code table 4.5 - Fixed surface types and units,,25,,Highest level where radar reflectivity exceeds the specified value (echo top for a given threshold of reflectivity),,dBZ,Operational
Code table 4.5 - Fixed surface types and units,,26-29,,Reserved,,,Operational
Code table 4.5 - Fixed surface types and units,,30,,Specified radius from the center of the Sun,,m,Operational
Code table 4.5 - Fixed surface types and units,,31,,Solar photosphere,,,Operational
Code table 4.5 - Fixed surface types and units,,32,,Ionospheric D-region level,,,Operational
Code table 4.5 - Fixed surface types and units,,33,,Ionospheric E-region level,,,Operational
Code table 4.5 - Fixed surface types and units,,34,,Ionospheric F1-region level,,,Operational
Code table 4.5 - Fixed surface types and units,,35,,Ionospheric F2-region level,,,Operational
Code table 4.5 - Fixed surface types and units,,36-99,,Reserved,,,Operational
Code table 4.5 - Fixed surface types and units,,100,,Isobaric surface,,Pa,Operational
Code table 4.5 - Fixed surface types and units,,101,,Mean sea level,,,Operational
Code table 4.5 - Fixed surface types and units,,102,,Specific altitude above mean sea level,,m,Operational
Code table 4.5 - Fixed surface types and units,,103,,Specified height level above ground,,m,Operational
Code table 4.5 - Fixed surface types and units,,104,,Sigma level,,"""sigma"" value",Operational
Code table 4.5 - Fixed surface types and units,,105,,Hybrid level,,-,Operational
Code table 4.5 - Fixed surface types and units,,106,,Depth below land surface,,m,Operational
Code table 4.5 - Fixed surface types and units,,107,,Isentropic (theta) level,,K,Operational
Code table 4.5 - Fixed surface types and units,,108,,Level at specified pressure difference from ground to level,,Pa,Operational
Code table 4.5 - Fixed surface types and units,,109,,Potential vorticity surface,,K m2 kg-1 s-1,Operational
Code table 4.5 - Fixed surface types and units,,110,,Reserved,,,Operational
Code table 4.5 - Fixed surface types and units,,111,,Eta level,,-,Operational
Code table 4.5 - Fixed surface types and units,,112,,Reserved,,,Operational
Code table 4.5 - Fixed surface types and units,,113,,Logarithmic hybrid level,,,Operational
Code table 4.5 - Fixed surface types and units,,114,,Snow level,,Numeric,Operational
Code table 4.5 - Fixed surface types and units,,115,,Sigma height level,(see Note 4),-,Operational
Code table 4.5 - Fixed surface types and units,,116,,Reserved,,,Operational
Code table 4.5 - Fixed surface types and units,,117,,Mixed layer depth,,m,Operational
Code table 4.5 - Fixed surface types and units,,118,,Hybrid height level,,-,Operational
Code table 4.5 - Fixed surface types and units,,119,,Hybrid pressure level,,-,Operational
Code table 4.5 - Fixed surface types and units,,120-149,,Reserved,,,Operational
Code table 4.5 - Fixed surface types and units,,150,,Generalized vertical height coordinate,(see Note 5),,Operational
Code table 4.5 - Fixed surface types and units,,151,,Soil level,(see Note 6),Numeric,Operational
Code table 4.5 - Fixed surface types and units,,152,,Sea-ice level,(see Note 8),Numeric,Operational
Code table 4.5 - Fixed surface types and units,,153-159,,Reserved,,,Operational
Code table 4.5 - Fixed surface types and units,,160,,Depth below sea level,,m,Operational
Code table 4.5 - Fixed surface types and units,,161,,Depth below water surface,,m,Operational
Code table 4.5 - Fixed surface types and units,,162,,Lake or river bottom,,-,Operational
Code table 4.5 - Fixed surface types and units,,163,,Bottom of sediment layer,,-,Operational
Code table 4.5 - Fixed surface types and units,,164,,Bottom of thermally active sediment layer,,-,Operational
Code table 4.5 - Fixed surface types and units,,165,,Bottom of sediment layer penetrated by thermal wave,,-,Operational
Code table 4.5 - Fixed surface types and units,,166,,Mixing layer,,-,Operational
Code table 4.5 - Fixed surface types and units,,167,,Bottom of root zone,,-,Operational
Code table 4.5 - Fixed surface types and units,,168,,Ocean model level,,Numeric,Operational
Code table 4.5 - Fixed surface types and units,,169,,Ocean level defined by water density (sigma-theta) difference from near-surface to level,(see Note 7),kg m-3,Operational
Code table 4.5 - Fixed surface types and units,,170,,Ocean level defined by water potential temperature difference from near-surface to level,(see Note 7),K,Operational
Code table 4.5 - Fixed surface types and units,,171-173,,Reserved,,,Operational
Code table 4.5 - Fixed surface types and units,,174,,"Top surface of ice on sea, lake or river",,-,Operational
Code table 4.5 - Fixed surface types and units,,175,,"Top surface of ice, under snow cover, on sea, lake or river",,-,Operational
Code table 4.5 - Fixed surface types and units,,176,,"Bottom surface (underside) ice on sea, lake or river",,-,Operational
Code table 4.5 - Fixed surface types and units,,177,,Deep soil (of indefinite depth),,-,Operational
Code table 4.5 - Fixed surface types and units,,178,,Reserved,,-,Operational
Code table 4.5 - Fixed surface types and units,,179,,Top surface of glacier ice and inland ice,,-,Operational
Code table 4.5 - Fixed surface types and units,,180,,Deep inland or glacier ice (of indefinite depth),,-,Operational
Code table 4.5 - Fixed surface types and units,,181,,Grid tile land fraction as a model surface,,-,Operational
Code table 4.5 - Fixed surface types and units,,182,,Grid tile water fraction as a model surface,,-,Operational
Code table 4.5 - Fixed surface types and units,,183,,"Grid tile ice fraction on sea, lake or river as a model surface",,-,Operational
Code table 4.5 - Fixed surface types and units,,184,,Grid tile glacier ice and inland ice fraction as a model surface,,-,Operational
Code table 4.5 - Fixed surface types and units,,185-191,,Reserved,,,Operational
Code table 4.5 - Fixed surface types and units,,192-254,,Reserved for local use,,,Operational
Code table 4.5 - Fixed surface types and units,,255,,Missing,,,Operational
Code table 4.6 - Type of ensemble forecast,,0,,Unperturbed high-resolution control forecast,,,Operational
Code table 4.6 - Type of ensemble forecast,,1,,Unperturbed low-resolution control forecast,,,Operational
Code table 4.6 - Type of ensemble forecast,,2,,Negatively perturbed forecast,,,Operational
Code table 4.6 - Type of ensemble forecast,,3,,Positively perturbed forecast,,,Operational
Code table 4.6 - Type of ensemble forecast,,4,,Multi-model forecast,,,Operational
Code table 4.6 - Type of ensemble forecast,,5-191,,Reserved,,,Operational
Code table 4.6 - Type of ensemble forecast,,192-254,,Reserved for local use,,,Operational
Code table 4.6 - Type of ensemble forecast,,255,,Missing,,,Operational
Code table 4.7 - Derived forecast,,0,,Unweighted mean of all members,,,Operational
Code table 4.7 - Derived forecast,,1,,Weighted mean of all members,,,Operational
Code table 4.7 - Derived forecast,,2,,Standard deviation with respect to cluster mean,,,Operational
Code table 4.7 - Derived forecast,,3,,"Standard deviation with respect to cluster mean, normalized",,,Operational
Code table 4.7 - Derived forecast,,4,,Spread of all members,,,Operational
Code table 4.7 - Derived forecast,,5,,Large anomaly index of all members,(see Note 1),,Operational
Code table 4.7 - Derived forecast,,6,,Unweighted mean of the cluster members,,,Operational
Code table 4.7 - Derived forecast,,7,,Interquartile range (range between the 25th and 75th quantile),,,Operational
Code table 4.7 - Derived forecast,,8,,Minimum of all ensemble members,(see Note 2),,Operational
Code table 4.7 - Derived forecast,,9,,Maximum of all ensemble members,(see Note 2),,Operational
Code table 4.7 - Derived forecast,,10-191,,Reserved,,,Operational
Code table 4.7 - Derived forecast,,192-254,,Reserved for local use,,,Operational
Code table 4.7 - Derived forecast,,255,,Missing,,,Operational
Code table 4.8 - Clustering method,,0,,Anomaly correlation,,,Operational
Code table 4.8 - Clustering method,,1,,Root mean square,,,Operational
Code table 4.8 - Clustering method,,2-191,,Reserved,,,Operational
Code table 4.8 - Clustering method,,192-254,,Reserved for local use,,,Operational
Code table 4.8 - Clustering method,,255,,Missing,,,Operational
Code table 4.9 - Probability type,,0,,Probability of event below lower limit,,,Operational
Code table 4.9 - Probability type,,1,,Probability of event above upper limit,,,Operational
Code table 4.9 - Probability type,,2,,Probability of event between lower and upper limits (the range includes the lower limit but not the upper limit),,,Operational
Code table 4.9 - Probability type,,3,,Probability of event above lower limit,,,Operational
Code table 4.9 - Probability type,,4,,Probability of event below upper limit,,,Operational
Code table 4.9 - Probability type,,5,,Probability of event equal to lower limit,,,Operational
Code table 4.9 - Probability type,,6,,Probability of event in above normal category,(see Notes 1 and 2),,Operational
Code table 4.9 - Probability type,,7,,Probability of event in near normal category,(see Notes 1 and 2),,Operational
Code table 4.9 - Probability type,,8,,Probability of event in below normal category,(see Notes 1 and 2),,Operational
Code table 4.9 - Probability type,,9-191,,Reserved,,,Operational
Code table 4.9 - Probability type,,192-254,,Reserved for local use,,,Operational
Code table 4.9 - Probability type,,255,,Missing,,,Operational
Code table 4.10 - Type of statistical processing,,0,,Average,,,Operational
Code table 4.10 - Type of statistical processing,,1,,Accumulation,(see Note 1),,Operational
Code table 4.10 - Type of statistical processing,,2,,Maximum,,,Operational
Code table 4.10 - Type of statistical processing,,3,,Minimum,,,Operational
Code table 4.10 - Type of statistical processing,,4,,Difference (value at the end of time range minus value at the beginning),,,Operational
Code table 4.10 - Type of statistical processing,,5,,Root mean square,,,Operational
Code table 4.10 - Type of statistical processing,,6,,Standard deviation,,,Operational
Code table 4.10 - Type of statistical processing,,7,,Covariance (temporal variance),(see Note 2),,Operational
Code table 4.10 - Type of statistical processing,,8,,Difference (value at the start of time range minus value at the end),,,Operational
Code table 4.10 - Type of statistical processing,,9,,Ratio,(see Note 3),,Operational
Code table 4.10 - Type of statistical processing,,10,,Standardized anomaly,,,Operational
Code table 4.10 - Type of statistical processing,,11,,Summation,,,Operational
Code table 4.10 - Type of statistical processing,,12-191,,Reserved,,,Operational
Code table 4.10 - Type of statistical processing,,192-254,,Reserved for local use,,,Operational
Code table 4.10 - Type of statistical processing,,255,,Missing,,,Operational
Code table 4.11 - Type of time intervals,,0,,Reserved,,,Operational
Code table 4.11 - Type of time intervals,,1,,"Successive times processed have same forecast time, start time of forecast is incremented",,,Operational
Code table 4.11 - Type of time intervals,,2,,"Successive times processed have same start time of forecast, forecast time is incremented",,,Operational
Code table 4.11 - Type of time intervals,,3,,Successive times processed have start time of forecast incremented and forecast time decremented so that valid time remains constant,,,Operational
Code table 4.11 - Type of time intervals,,4,,Successive times processed have start time of forecast decremented and forecast time incremented so that valid time remains constant,,,Operational
Code table 4.11 - Type of time intervals,,5,,Floating subinterval of time between forecast time and end of overall time interval,*,,Operational
Code table 4.11 - Type of time intervals,,6-191,,Reserved,,,Operational
Code table 4.11 - Type of time intervals,,192-254,,Reserved for local use,,,Operational
