"No","Title_en","SubTitle_en","CodeFlag","Value","MeaningParameterDescription_en","Note_en","UnitComments_en","Status"
292.00,"Code table 4.1 - Parameter category by product discipline","Product discipline 0 - Meteorological products","7",,"Thermodynamic stability indices",,,"Operational"
293.00,"Code table 4.1 - Parameter category by product discipline","Product discipline 0 - Meteorological products","8",,"Kinematic stability indices",,,"Operational"
294.00,"Code table 4.1 - Parameter category by product discipline","Product discipline 0 - Meteorological products","9",,"Temperature probabilities",,,"Deprecated"
295.00,"Code table 4.1 - Parameter category by product discipline","Product discipline 0 - Meteorological products","10",,"Moisture probabilities",,,"Deprecated"
296.00,"Code table 4.1 - Parameter category by product discipline","Product discipline 0 - Meteorological products","11",,"Momentum probabilities",,,"Deprecated"
297.00,"Code table 4.1 - Parameter category by product discipline","Product discipline 0 - Meteorological products","12",,"Mass probabilities",,,"Deprecated"
298.00,"Code table 4.1 - Parameter category by product discipline","Product discipline 0 - Meteorological products","13",,"Aerosols",,,"Operational"
299.00,"Code table 4.1 - Parameter category by product discipline","Product discipline 0 - Meteorological products","14",,"Trace gases (e.g. ozone, CO2)",,,"Operational"
300.00,"Code table 4.1 - Parameter category by product discipline","Product discipline 0 - Meteorological products","15",,"Radar",,,"Operational"
301.00,"Code table 4.1 - Parameter category by product discipline","Product discipline 0 - Meteorological products","16",,"Forecast radar imagery",,,"Operational"
302.00,"Code table 4.1 - Parameter category by product discipline","Product discipline 0 - Meteorological products","17",,"Electrodynamics",,,"Operational"
303.00,"Code table 4.1 - Parameter category by product discipline","Product discipline 0 - Meteorological products","18",,"Nuclear/radiology",,,"Operational"
304.00,"Code table 4.1 - Parameter category by product discipline","Product discipline 0 - Meteorological products","19",,"Physical atmospheric properties",,,"Operational"
305.00,"Code table 4.1 - Parameter category by product discipline","Product discipline 0 - Meteorological products","20",,"Atmospheric chemical constituents",,,"Operational"
306.00,"Code table 4.1 - Parameter category by product discipline","Product discipline 0 - Meteorological products","21-189",,"Reserved",,,"Operational"
307.00,"Code table 4.1 - Parameter category by product discipline","Product discipline 0 - Meteorological products","190",,"CCITT IA5 string",,,"Operational"
308.00,"Code table 4.1 - Parameter category by product discipline","Product discipline 0 - Meteorological products","191",,"Miscellaneous",,,"Operational"
309.00,"Code table 4.1 - Parameter category by product discipline","Product discipline 0 - Meteorological products","192-254",,"Reserved for local use",,,"Operational"
310.00,"Code table 4.1 - Parameter category by product discipline","Product discipline 0 - Meteorological products","255",,"Missing",,,"Operational"
311.00,"Code table 4.1 - Parameter category by product discipline","Product discipline 1 - Hydrological products","0",,"Hydrology basic products",,,"Operational"
312.00,"Code table 4.1 - Parameter category by product discipline","Product discipline 1 - Hydrological products","1",,"Hydrology probabilities",,,"Operational"
313.00,"Code table 4.1 - Parameter category by product discipline","Product discipline 1 - Hydrological products","2",,"Inland water and sediment properties",,,"Operational"
314.00,"Code table 4.1 - Parameter category by product discipline","Product discipline 1 - Hydrological products","3-191",,"Reserved",,,"Operational"
315.00,"Code table 4.1 - Parameter category by product discipline","Product discipline 1 - Hydrological products","192-254",,"Reserved for local use",,,"Operational"
316.00,"Code table 4.1 - Parameter category by product discipline","Product discipline 1 - Hydrological products","255",,"Missing",,,"Operational"
317.00,"Code table 4.1 - Parameter category by product discipline","Product discipline 2 - Land surface products","0",,"Vegetation/biomass",,,"Operational"
318.00,"Code table 4.1 - Parameter category by product discipline","Product discipline 2 - Land surface products","1",,"Agri-/aquacultural special products",,,"Operational"
319.00,"Code table 4.1 - Parameter category by product discipline","Product discipline 2 - Land surface products","2",,"Transportation-related products",,,"Operational"
320.00,"Code table 4.1 - Parameter category by product discipline","Product discipline 2 - Land surface products","3",,"Soil products",,,"Operational"
321.00,"Code table 4.1 - Parameter category by product discipline","Product discipline 2 - Land surface products","4",,"Fire weather products",,,"Operational"
322.00,"Code table 4.1 - Parameter category by product discipline","Product discipline 2 - Land surface products","5-191",,"Reserved",,,"Operational"
323.00,"Code table 4.1 - Parameter category by product discipline","Product discipline 2 - Land surface products","192-254",,"Reserved for local use",,,"Operational"
324.00,"Code table 4.1 - Parameter category by product discipline","Product discipline 2 - Land surface products","255",,"Missing",,,"Operational"
325.00,"Code table 4.1 - Parameter category by product discipline","Product discipline 3 - Space products","0",,"Image format products","(see Note 1)",,"Operational"
326.00,"Code table 4.1 - Parameter category by product discipline","Product discipline 3 - Space products","1",,"Quantitative products","(see Note 2)",,"Operational"
327.00,"Code table 4.1 - Parameter category by product discipline","Product discipline 3 - Space products","2-191",,"Reserved",,,"Operational"
328.00,"Code table 4.1 - Parameter category by product discipline","Product discipline 3 - Space products","192-254",,"Reserved for local use",,,"Operational"
329.00,"Code table 4.1 - Parameter category by product discipline","Product discipline 3 - Space products","255",,"Missing",,,"Operational"
343.00,"Code table 4.1 - Parameter category by product discipline","Product discipline 10 - Oceanographic products","0",,"Waves",,,"Operational"
344.00,"Code table 4.1 - Parameter category by product discipline","Product discipline 10 - Oceanographic products","1",,"Currents",,,"Operational"
345.00,"Code table 4.1 - Parameter category by product discipline","Product discipline 10 - Oceanographic products","2",,"Ice",,,"Operational"
346.00,"Code table 4.1 - Parameter category by product discipline","Product discipline 10 - Oceanographic products","3",,"Surface properties",,,"Operational"
347.00,"Code table 4.1 - Parameter category by product discipline","Product discipline 10 - Oceanographic products","4",,"Sub-surface properties",,,"Operational"
348.00,"Code table 4.1 - Parameter category by product discipline","Product discipline 10 - Oceanographic products","5-190",,"Reserved",,,"Operational"
349.00,"Code table 4.1 - Parameter category by product discipline","Product discipline 10 - Oceanographic products","191",,"Miscellaneous",,,"Operational"
350.00,"Code table 4.1 - Parameter category by product discipline","Product discipline 10 - Oceanographic products","192-254",,"Reserved for local use",,,"Operational"
351.00,"Code table 4.1 - Parameter category by product discipline","Product discipline 10 - Oceanographic products","255",,"Missing",,,"Operational"
352.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 0: temperature","0",,"Temperature",,"K","Operational"
353.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 0: temperature","1",,"Virtual temperature",,"K","Operational"
354.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 0: temperature","2",,"Potential temperature",,"K","Operational"
355.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 0: temperature","3",,"Pseudo-adiabatic potential temperature or equivalent potential temperature",,"K","Operational"
356.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 0: temperature","4",,"Maximum temperature","*","K","Deprecated"
357.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 0: temperature","5",,"Minimum temperature","*","K","Deprecated"
358.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 0: temperature","6",,"Dewpoint temperature",,"K","Operational"
359.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 0: temperature","7",,"Dewpoint depression (or deficit)",,"K","Operational"
360.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 0: temperature","8",,"Lapse rate",,"K/m","Operational"
361.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 0: temperature","9",,"Temperature anomaly",,"K","Operational"
362.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 0: temperature","10",,"Latent heat net flux",,"W m-2","Operational"
363.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 0: temperature","11",,"Sensible heat net flux",,"W m-2","Operational"
364.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 0: temperature","12",,"Heat index",,"K","Operational"
365.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 0: temperature","13",,"Wind chill factor",,"K","Operational"
366.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 0: temperature","14",,"Minimum dewpoint depression","*","K","Deprecated"
367.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 0: temperature","15",,"Virtual potential temperature",,"K","Operational"
368.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 0: temperature","16",,"Snow phase change heat flux",,"W m-2","Operational"
369.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 0: temperature","17",,"Skin temperature",,"K","Operational"
370.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 0: temperature","18",,"Snow temperature (top of snow)",,"K","Operational"
371.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 0: temperature","19",,"Turbulent transfer coefficient for heat",,"Numeric","Operational"
