"No","Title_en","SubTitle_en","CodeFlag","Value","MeaningParameterDescription_en","Note_en","UnitComments_en","Status"
263.00,"Code table 4.0 - Product definition template number",,"7",,"Analysis or forecast error at a horizontal level or in a horizontal layer at a point in time",,,"Operational"
264.00,"Code table 4.0 - Product definition template number",,"8",,"Average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",,,"Operational"
265.00,"Code table 4.0 - Product definition template number",,"9",,"Probability forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",,,"Operational"
266.00,"Code table 4.0 - Product definition template number",,"10",,"Percentile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",,,"Experimental"
267.00,"Code table 4.0 - Product definition template number",,"11",,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval",,,"Operational"
268.00,"Code table 4.0 - Product definition template number",,"12",,"Derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval",,,"Operational"
269.00,"Code table 4.0 - Product definition template number",,"13",,"Derived forecasts based on a cluster of ensemble members over a rectangular area, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval",,,"Operational"
270.00,"Code table 4.0 - Product definition template number",,"14",,"Derived forecasts based on a cluster of ensemble members over a circular area, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval",,,"Operational"
271.00,"Code table 4.0 - Product definition template number",,"15",,"Average, accumulation, extreme values, or other statistically processed values over a spatial area at a horizontal level or in a horizontal layer at a point in time",,,"Operational"
272.00,"Code table 4.0 - Product definition template number",,"16-19",,"Reserved",,,"Operational"
273.00,"Code table 4.0 - Product definition template number",,"20",,"Radar product",,,"Operational"
274.00,"Code table 4.0 - Product definition template number",,"21-29",,"Reserved",,,"Operational"
275.00,"Code table 4.0 - Product definition template number",,"30",,"Satellite product (deprecated)",,,"Operational"
276.00,"Code table 4.0 - Product definition template number",,"31",,"Satellite product",,,"Operational"
277.00,"Code table 4.0 - Product definition template number",,"32",,"Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data",,,"Operational"
278.00,"Code table 4.0 - Product definition template number",,"33",,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data",,,"Operational"
279.00,"Code table 4.0 - Product definition template number",,"34",,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data",,,"Operational"
280.00,"Code table 4.0 - Product definition template number",,"35",,"Satellite product with or without associated quality values",,,"Operational"
281.00,"Code table 4.0 - Product definition template number",,"36-39",,"Reserved",,,"Operational"
282.00,"Code table 4.0 - Product definition template number",,"40",,"Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents",,,"Operational"
283.00,"Code table 4.0 - Product definition template number",,"41",,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents",,,"Operational"
284.00,"Code table 4.0 - Product definition template number",,"42",,"Average, accumulation and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents",,,"Operational"
285.00,"Code table 4.0 - Product definition template number",,"43",,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents",,,"Operational"
286.00,"Code table 4.0 - Product definition template number",,"44",,"Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for aerosol",,,"Operational"
287.00,"Code table 4.0 - Product definition template number",,"45",,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for aerosol",,,"Operational"
288.00,"Code table 4.0 - Product definition template number",,"46",,"Average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",,,"Operational"
289.00,"Code table 4.0 - Product definition template number",,"47",,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",,,"Operational"
290.00,"Code table 4.0 - Product definition template number",,"48",,"Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol",,,"Operational"
291.00,"Code table 4.0 - Product definition template number",,"49",,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol",,,"Operational"
292.00,"Code table 4.0 - Product definition template number",,"50",,"Reserved",,,"Operational"
293.00,"Code table 4.0 - Product definition template number",,"51",,"Categorical forecasts at a horizontal level or in a horizontal layer at a point in time",,,"Operational"
294.00,"Code table 4.0 - Product definition template number",,"52",,"Reserved",,,"Operational"
295.00,"Code table 4.0 - Product definition template number",,"53",,"Partitioned parameters at a horizontal level or in a horizontal layer at a point in time",,,"Operational"
296.00,"Code table 4.0 - Product definition template number",,"54",,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for partitioned parameters",,,"Operational"
297.00,"Code table 4.0 - Product definition template number",,"55",,"Spatio-temporal changing tiles at a horizontal level or horizontal layer at a point in time",,,"Operational"
298.00,"Code table 4.0 - Product definition template number",,"56",,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for spatio-temporal changing tile parameters (deprecated)",,,"Deprecated"
299.00,"Code table 4.0 - Product definition template number",,"57",,"Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents based on a distribution function",,,"Operational"
300.00,"Code table 4.0 - Product definition template number",,"58",,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents based on a distribution function",,,"Operational"
301.00,"Code table 4.0 - Product definition template number",,"59",,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for spatio-temporal changing tile parameters (corrected version of template 4.56)",,,"Operational"
302.00,"Code table 4.0 - Product definition template number",,"60",,"Individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",,,"Operational"
303.00,"Code table 4.0 - Product definition template number",,"61",,"Individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",,,"Operational"
304.00,"Code table 4.0 - Product definition template number",,"62-66",,"Reserved",,,"Operational"
307.00,"Code table 4.0 - Product definition template number",,"67",,"Average, accumulation and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",,,"Operational"
308.00,"Code table 4.0 - Product definition template number",,"68",,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",,,"Operational"
309.00,"Code table 4.0 - Product definition template number",,"69",,"Reserved",,,"Operational"
310.00,"Code table 4.0 - Product definition template number",,"70",,"Post-processing analysis or forecast at a horizontal level or in a horizontal layer at a point in time",,,"Operational"
311.00,"Code table 4.0 - Product definition template number",,"71",,"Post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",,,"Operational"
312.00,"Code table 4.0 - Product definition template number",,"72",,"Post-processing average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",,,"Operational"
313.00,"Code table 4.0 - Product definition template number",,"73",,"Post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",,,"Operational"
314.00,"Code table 4.0 - Product definition template number",,"74-90",,"Reserved",,,"Operational"
315.00,"Code table 4.0 - Product definition template number",,"91",,"Categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",,,"Operational"
316.00,"Code table 4.0 - Product definition template number",,"92-253",,"Reserved",,,"Operational"
317.00,"Code table 4.0 - Product definition template number",,"254",,"CCITT IA5 character string",,,"Operational"
318.00,"Code table 4.0 - Product definition template number",,"255-999",,"Reserved",,,"Operational"
319.00,"Code table 4.0 - Product definition template number",,"1000",,"Cross-section of analysis and forecast at a point in time",,,"Experimental"
320.00,"Code table 4.0 - Product definition template number",,"1001",,"Cross-section of averaged or otherwise statistically processed analysis or forecast over a range of time",,,"Experimental"
321.00,"Code table 4.0 - Product definition template number",,"1002",,"Cross-section of analysis and forecast, averaged or otherwise statistically processed over latitude or longitude",,,"Experimental"
322.00,"Code table 4.0 - Product definition template number",,"1003-1099",,"Reserved",,,"Operational"
323.00,"Code table 4.0 - Product definition template number",,"1100",,"Hovmöller-type grid with no averaging or other statistical processing",,,"Experimental"
324.00,"Code table 4.0 - Product definition template number",,"1101",,"Hovmöller-type grid with averaging or other statistical processing",,,"Experimental"
325.00,"Code table 4.0 - Product definition template number",,"1102-32767",,"Reserved",,,"Operational"
326.00,"Code table 4.0 - Product definition template number",,"32768-65534",,"Reserved for local use",,,"Operational"
327.00,"Code table 4.0 - Product definition template number",,"65535",,"Missing",,,"Operational"
328.00,"Code table 4.1 - Parameter category by product discipline","Product discipline 0 - Meteorological products","0",,"Temperature",,,"Operational"
329.00,"Code table 4.1 - Parameter category by product discipline","Product discipline 0 - Meteorological products","1",,"Moisture",,,"Operational"
330.00,"Code table 4.1 - Parameter category by product discipline","Product discipline 0 - Meteorological products","2",,"Momentum",,,"Operational"
331.00,"Code table 4.1 - Parameter category by product discipline","Product discipline 0 - Meteorological products","3",,"Mass",,,"Operational"
332.00,"Code table 4.1 - Parameter category by product discipline","Product discipline 0 - Meteorological products","4",,"Short-wave radiation",,,"Operational"
333.00,"Code table 4.1 - Parameter category by product discipline","Product discipline 0 - Meteorological products","5",,"Long-wave radiation",,,"Operational"
334.00,"Code table 4.1 - Parameter category by product discipline","Product discipline 0 - Meteorological products","6",,"Cloud",,,"Operational"
335.00,"Code table 4.1 - Parameter category by product discipline","Product discipline 0 - Meteorological products","7",,"Thermodynamic stability indices",,,"Operational"
